Category,SubCategory,CatID,Synonyms - Comma Separated,Category_zh,SubCategory_zh,Synonyms_zh,Category_tw,SubCategory_tw,Synonyms_tw
VOICES,CHEER,VOXCheer,"clap, boo, cheer, yay, shout, woohoo, holler",语音,欢呼,"拍手,嘘,欢呼,耶,呐喊,呜呼,呼喊",語音,歡呼,"拍手,噓,歡呼,耶,吶喊,嗚呼,呼喊"
VOICES,CHILD,VOXChld,"child, teen, tween",语音,儿童,"儿童, 青少年, 补间",語音,兒童,"兒童, 青少年, 補間"
VOICES,CRYING,VOXCry,"cry, pout, sob, whimper, bawl, fuss, wounded",语音,哭泣,"哭泣,噘嘴,啜泣,呜咽,大哭,大惊小怪,受伤",語音,哭泣,"哭泣,噘嘴,啜泣,嗚咽,大哭,大驚小怪,受傷"
VOICES,EFFORTS,VOXEfrt,"effort, grunt, struggle, strain, exert",语音,呼喝,"努力,咕噜,挣扎,紧张,用力",語音,呼喝,"努力,咕嚕聲,掙扎,緊張,用力"
VOICES,FEMALE,VOXFem,"woman, female",语音,女性,"女人,女",語音,女性,"女人,女"
VOICES,FUTZED,VOXFutz,"speaker, public address, announcement",语音,音响化,"演讲者, 公共演讲, 公告",語音,廣播,"演講者, 公共演講, 公告"
VOICES,HISTORICAL,VOXHist,"speech, lecture, broadcast, news, historical",语音,历史年代,"演讲,演讲,广播,新闻,历史",語音,歷史的,"演講,演講,廣播,新聞,歷史"
VOICES,LAUGH,VOXLaff,"giggle, chuckle, laugh, hoot, holler, maniacal, hysterical",语音,笑,"咯咯笑,咯咯笑,大笑,嗬嗬,嗬嗬,疯狂,歇斯底里",語音,笑,"咯咯笑,咯咯笑,大笑,嗬嗬,嗬嗬"
VOICES,MALE,VOXMale,"male, man",语音,男性,"男,男",語音,男性,"男,男"
VOICES,MISC,VOXMisc,miscellaneous,语音,杂项,各种各样的,語音,其他,各種各樣的
VOICES,REACTION,VOXReac,"oh, ooh, ooo, ah, ahh, ahhh, er, em, hmm, hm",语音,反应,哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦,語音,反應,哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦
VOICES,SCREAM,VOXScrm,"shout, yell, scream, death, fall",语音,尖叫,"大喊大叫,尖叫,死亡,跌倒",語音,尖叫,"大喊大叫,尖叫,死亡,跌倒"
VOICES,SINGING,VOXSing,"sing, hum, ditty",语音,歌唱,"唱歌,哼,小曲",語音,歌唱,"唱歌,哼,小曲"
WATER,BUBBLES,WATRBubl,"bubble, boil, simmer, blub, glub, cauldron, potion",水,气泡,"泡泡,煮沸,煨,泡泡,粘液,大锅,药水",水,氣泡,"泡泡,煮沸,煨,泡泡,粘液,大鍋,藥水"
WATER,DRAIN,WATRDran,"drain, gurgle, burble, sewer, shower, sink, storm drain",水,排水,"排水管, 咕噜声, burble, 下水道, 淋浴, 水槽, 雨水渠",水,排水,"排水管, 咕嚕聲, burble, 下水道, 淋浴, 水槽, 雨水渠"
WATER,DRIP,WATRDrip,"drip, plip, plop, trickle, leak, cave",水,滴,"滴,滴,滴,滴,漏,洞",水,滴答,"滴,啪,啪,滴,漏,洞"
WATER,FIZZ,WATRFizz,"fizz, sizzle, seltzer, foam, hiss",水,气泡破裂,"嘶嘶声,嘶嘶声,苏打水,泡沫,嘶嘶声",水,氣泡嘶嘶聲,"嘶嘶聲,嘶嘶聲,蘇打水,泡沫,嘶嘶聲"
WATER,FLOW,WATRFlow,"river, stream, creek, current, watercourse, tributary, brook, runnel, rivulet, spring",水,水流,"河,溪,溪,流,河道,支流,溪,流道,溪流,泉",水,水流,"河,溪,溪,流,河道,支流,溪,流道,溪流,泉"
WATER,FOUNTAIN,WATRFoun,"fountain, spray, trickle, hiss",水,喷泉,"喷泉,喷雾,涓流,嘶嘶声",水,噴泉,"噴泉,噴霧,涓流,嘶嘶聲"
WATER,IMPACT,WATRImpt,"splash, bellyflop, cannonball, depth charge, sploosh",水,击打,"飞溅,bellyflop,炮弹,深水炸弹,sploosh",水,撞擊,"飛濺,bellyflop,砲彈,深水炸彈,sploosh"
WATER,LAP,WATRLap,"ripple, lap, hull, slap, slosh",水,拍浪,"涟漪,一圈,船体,巴掌,晃动",水,拍浪,"漣漪,一圈,船體,巴掌,晃動"
WATER,MISC,WATRMisc,miscellaneous,水,杂项,各种各样的,水,其他,各種各樣的
WATER,MOVEMENT,WATRMvmt,"slosh, wade, splash, sweep, tread",水,移动,"晃动,涉水,飞溅,扫掠,踩踏",水,移動,"晃動,涉水,飛濺,掃掠,踩踏"
WATER,PLUMBING,WATRPlmb,"toilet flush, sink, shower,",水,水管道,"马桶冲水,水槽,淋浴,",水,水管線路,"馬桶沖水,水槽,淋浴,"
WATER,POUR,WATRPour,"pour, fill, dump, empty",水,倒水,"倾倒,填充,倾倒,倒空",水,倒水,"傾倒,填充,傾倒,倒空"
WATER,SPLASH,WATRSplsh,"splash, swim, wade, dive, plunge, slosh, submerge",水,泼洒飞溅,"飞溅,游泳,涉水,潜水,暴跌,晃动,淹没",水,潑灑飛濺,"飛濺,游泳,涉水,潛水,暴跌,晃動,淹沒"
WATER,SPRAY,WATRSpray,"spray, spritz, squirt, gush, sprinkle",水,水花,"喷,喷,喷,喷,喷",水,噴灑,"噴,噴,噴,噴,噴"
WATER,STEAM,WATRStm,"spritz, mist, steam, wet hiss, sputter",水,蒸汽,"喷,雾,蒸汽,湿嘶嘶声,溅射",水,蒸汽,"噴,霧,蒸汽,濕嘶嘶聲,濺射"
WATER,SURF,WATRSurf,"coastline, shoreline, seashore, beach, wash",水,浪花拍岸,"海岸线,海岸线,海滨,沙滩,洗",水,浪花,"海岸線,海岸線,海濱,沙灘,洗"
WATER,TURBULENT,WATRTurb,"whirlpool, wave pool, rapids",水,汹涌澎湃,"漩涡, 波浪池, 急流",水,洶湧,"漩渦, 波浪池, 急流"
WATER,WATERFALL,WATRFall,"waterfall, cascading, dam, torrent, niagara",水,瀑布,"瀑布,级联,大坝,洪流,尼亚加拉",水,瀑布,"瀑布,級聯,大壩,洪流,尼亞加拉"
WATER,WAVE,WATRWave,"wave, breakwater, tides, seashore, jetty, lapping",水,波浪,"波浪,防波堤,潮汐,海滨,码头,研磨",水,海浪,"波浪,防波堤,潮汐,海濱,碼頭,研磨"
WEAPONS,ARMOR,WEAPArmr,"armour, chainmail, helm, scale armor, breastplate, cuirass, domaru, splint, haramaki",武器,护甲,"盔甲,锁链甲,头盔,鳞甲,胸甲,胸甲,domaru,夹板,原卷",武器,護甲,"盔甲,鎖鏈甲,頭盔,鱗甲,胸甲,胸甲,domaru,夾板,原卷"
WEAPONS,ARROW,WEAPArro,"arrow, bolt, fletch, quiver",武器,箭,"箭头,螺栓,箭羽,箭袋",武器,箭,"箭頭,螺栓,箭羽,箭袋"
WEAPONS,BLUNT,WEAPBlnt,"club, bat, mace, ball and chain, nunchuck, war hammer, warhammer, stave, brass knuckles, flail, tonfa, nightstick",武器,钝器,"俱乐部, 蝙蝠, 狼牙棒, 球和链, 双节棍, 战锤, 壁板, 铜指关节, 连枷, tonfa, 警棍",武器,鈍器,"俱樂部, 蝙蝠, 狼牙棒, 球和鏈, 雙節棍, 戰鎚, 壁板, 銅指關節, 連枷, tonfa, 警棍"
WEAPONS,BOW,WEAPBow,"longbow, compound box, crossbow",武器,弓,"长弓,复合箱,弩",武器,弓,"長弓,複合箱,弩"
WEAPONS,KNIFE,WEAPKnif,"switchblade, jack knife, butterfly knife, hunting knife, utility knife, cleaver, butcher knife, trench knife, chef knife",武器,刀,"弹簧刀,千斤顶刀,蝴蝶刀,猎刀,美工刀,切肉刀,屠刀,战壕刀,厨师刀",武器,刀,"彈簧刀,千斤頂刀,蝴蝶刀,獵刀,美工刀,切肉刀,屠刀,戰壕刀,廚師刀"
WEAPONS,MISC,WEAPMisc,slingshot,武器,其他,弹弓,武器,其他,彈弓
WEAPONS,POLEARM,WEAPPole,"spear, pike, harpoon, halberd, javelin, poleaxe, pollaxe",武器,矛,"长矛,派克,鱼叉,戟,标枪,长柄斧,长柄斧",武器,矛,"長矛,派克,魚叉,戟,標槍,長柄斧,長柄斧"
WEAPONS,SIEGE,WEAPSiege,"catapult, trebuchet, battering ram, ballista, siege tower",武器,投石机,"弹射器,投石机,攻城锤,弩炮,攻城塔",武器,投石機,"彈射器,投石機,攻城錘,弩砲,攻城塔"
WEAPONS,SWORD,WEAPSwrd,"falchion, scimitar, broadsword, rapier, longsword, samurai, cutlass, fencing sword, kattana, machete, sabre, viking sword, foil",武器,剑,"镰刀,弯刀,阔剑,细剑,长剑,武士,弯刀,击剑剑,武士刀,大砍刀,军刀,维京剑,箔",武器,劍,"鐮刀,彎刀,闊劍,細劍,長劍,武士,彎刀,擊劍劍,武士刀,大砍刀,軍刀,維京劍,箔"
WEAPONS,WHIP,WEAPWhip,"bullwhip, horse whip, lash, whipcrack",武器,鞭,"牛鞭,马鞭,鞭子,鞭子",武器,鞭,"牛鞭,馬鞭,鞭子,鞭子"
WEATHER,HAIL,HAIL,"hail, ice, sleet",天气,冰雹,"冰雹,冰,雨夹雪",天氣,冰雹,"冰雹,冰,雨夾雪"
WEATHER,MISC,WTHR,miscellaneous,天气,其他,各种各样的,天氣,其他,各種各樣的
WEATHER,STORM,STORM,"hurricane, thunderstorm, typhoon, sleet, sandstorm, tornado, cyclone, hailstorm,",天气,风暴,"飓风,雷暴,台风,雨夹雪,沙尘暴,龙卷风,旋风,冰雹,",天氣,風暴,"颶風,雷暴,颱風,雨夾雪,沙塵暴,龍捲風,旋風,冰雹,"
WEATHER,THUNDER,THUN,"thunderstorm, lightning, thunderclap, thunderbolt, lightening, thunder, crack, roll, rumble",天气,雷,"雷暴,闪电,霹雳,霹雳,闪电,雷声,裂纹,滚动,隆隆声",天氣,雷,"雷暴,閃電,霹靂,霹靂,閃電,雷聲,裂紋,滾動,隆隆聲"
WHISTLES,HUMAN,WHSTHmn,"whistle, cheering, human, wolf whistle, signal",哨音,人,"口哨, 欢呼, 人类, 狼哨, 信号",哨音,人,"口哨, 歡呼, 人類, 狼哨, 信號"
WHISTLES,MECHANICAL,WHSTMech,"steamship, referee, toot, police whistle, tea pot, train whistle",哨音,机械设备,"轮船,裁判,嘟嘟,警笛,茶壶,火车汽笛",哨音,機械構造,"輪船,裁判,嘟嘟,警笛,茶壺,火車汽笛"
WHISTLES,MISC,WHSTMisc,"ref, nose flute",哨音,其他,"参考,鼻笛",哨音,其他,"參考,鼻笛"
WIND,DESIGNED,WINDDsgn,"wind machine, synthetic, artificial, tonal",风,设计后的,"风力机,合成的,人工的,音调",風,設計的,"風力機,合成的,人工的,音調"
WIND,GENERAL,WIND,miscellaneous,风,通用,各种各样的,風,一般,各種各樣的
WIND,GUST,WINDGust,"gust, blustery, wisps, breeze, buffet, waft, gale, flurry",风,阵风,"阵风,大风,小束,微风,自助餐,飘,大风,乱舞",風,陣風,"陣風,大風,小束,微風,自助餐,飄,大風,亂舞"
WIND,INTERIOR,WINDInt,"interior, shutter, rattle, moan, draft",风,室内,"室内,百叶窗,拨浪鼓,呻吟,草稿",風,室內,"室內,百葉窗,撥浪鼓,呻吟,草稿"
WIND,TONAL,WINDTonl,"howl, whistle, moan, tonal",风,音乐性,"嚎叫,口哨,呻吟,音调",風,有音高的,"嚎叫,口哨,呻吟,音調"
WIND,VEGETATION,WINDVege,"foliage, vegetation, grass, tree, leaf, plant, rustle",风,吹动植物,"树叶,植被,草,树,叶,植物,沙沙声",風,植物吹動,"樹葉,植被,草,樹,葉,植物,沙沙聲"
WINDOWS,COVERING,WNDWCover,"curtain, blind, shutter, blackout, shades",窗户,遮挡物,"窗帘,百叶窗,百叶窗,停电,阴影",窗戶,遮棚,"窗簾,百葉窗,百葉窗,停電,陰影"
WINDOWS,HARDWARE,WNDWHdwr,"window latch, window cranks, window lock, window seal",窗户,窗具,"车窗锁,车窗曲柄,车窗锁,车窗密封条",窗戶,窗具,"車窗鎖,車窗曲柄,車窗鎖,車窗密封條"
WINDOWS,KNOCK,WNDWKnck,"knock, pane, rattle",窗户,敲窗,"敲击,窗格,拨浪鼓",窗戶,敲窗,"敲擊,窗格,撥浪鼓"
WINDOWS,METAL,WNDWMetl,metal frame,窗户,金属,金属框架,窗戶,金屬,金屬框架
WINDOWS,MISC,WNDWMisc,miscellaneous,窗户,其他,各种各样的,窗戶,其他,各種各樣的
WINDOWS,PLASTIC,WNDWPlas,plastic frame,窗户,塑料,塑料框架,窗戶,塑膠,塑料框架
WINDOWS,WOOD,WNDWWood,wood frame,窗户,木质,木框,窗戶,木頭,木框
WINGS,BIRD,WINGBird,"bird wing, flap, flutter",翅膀,鸟,"鸟翼, 襟翼, 扑动",翅膀,鳥,"鳥翼, 襟翼, 撲動"
WINGS,CREATURE,WINGCrea,"dragon wing, fairy wing, griffin wing, sphinx wing, angel wing, phoenix wing, giant bird wing",翅膀,生物,"龙翼,仙女翼,狮鹫翼,狮身人面像翼,天使翼,凤凰翼,巨鸟翼",翅膀,生物,"龍翼,仙女翼,獅鷲翼,獅身人面像翼,天使翼,鳳凰翼,巨鳥翼"
WINGS,INSECT,WINGInsc,"fly, bee, dragonfly, moth, butterfly, beetle, scarab, hornet, wasp, locust",翅膀,昆虫,"飞,蜜蜂,蜻蜓,蛾,蝴蝶,甲虫,圣甲虫,大黄蜂,黄蜂,蝗虫",翅膀,昆蟲,"飛,蜜蜂,蜻蜓,蛾,蝴蝶,甲蟲,聖甲蟲,大黃蜂,黃蜂,蝗蟲"
WINGS,MISC,WINGMisc,miscellaneous,翅膀,其他,各种各样的,翅膀,其他,各種各樣的
WOOD,BREAK,WOODBrk,"breaks, cracks, rips, shatters, crunches, splinter",木头,打碎,"断裂,裂缝,撕裂,破碎,咬合,碎片",木頭,打碎,"斷裂,裂縫,撕裂,破碎,咬合,碎片"
WOOD,CRASH & DEBRIS,WOODCrsh,"fall, debris, crash, fell, timber",木头,碎片,"坠落,碎片,坠毁,坠落,木材",木頭,碎片,"墜落,碎片,墜毀,墜落,木材"
WOOD,FRICTION,WOODFric,"stress, scrapes, creaks, squeaks, screech",木头,挤压,"压力,擦伤,吱吱声,吱吱声,尖叫声",木頭,擠壓,"壓力,擦傷,吱吱聲,吱吱聲,尖叫聲"
WOOD,IMPACT,WOODImpt,"hit, drop, impact, crash, clunk, clang, clink, chop",木头,击打,"击中,跌落,撞击,撞击,撞击,撞击,撞击,撞击",木頭,撞擊,"擊中,跌落,撞擊,撞擊,撞擊,撞擊,撞擊,撞擊"
WOOD,MISC,WOODMisc,miscellaneous,木头,其他,各种各样的,木頭,其他,各種各樣的
WOOD,MOVEMENT,WOODMvmt,"drag, roll, rattle, shake",木头,移动,"拖动,滚动,摇晃,摇晃",木頭,移動,"拖動,滾動,搖晃,搖晃"
WOOD,TONAL,WOODTonl,"bowed, ring, wronk, shing, warp",木头,音乐性,"鞠躬,戒指,wronk,shing,warp",木頭,有音高的,"鞠躬,戒指,wronk,shing,warp"
